     0.000 D | <> Log initialized.
    23.997 D | Download succeeded: "https://resources.download.minecraft.net/82/827a0a4ae4ae15bbb6e6aca13cd9804c2e93d82a"
    23.998 D | Download succeeded: "https://resources.download.minecraft.net/9c/9c259771d24f49058f0c68d0f6fdb50559abf8c1"
    24.000 D | Download succeeded: "https://resources.download.minecraft.net/6d/6d7b8dee1c4246bbcd8d860a99235f5adc0693cf"
    24.001 D | Download succeeded: "https://resources.download.minecraft.net/2b/2b39e6f85286eb29d02f76d3e6560d09040f0d65"
    24.003 D | Download succeeded: "https://resources.download.minecraft.net/32/3240aaa8b43d759b40c41b7f6c0d7dcc5ef7a77f"
    24.004 D | Task "Net::Download(0x24f44100fc0)" starting for the first time
    24.006 D | Downloading  "https://resources.download.minecraft.net/fd/fd136da589bcb1668581eb07195317d613de9993"
    24.007 D | Task "Net::Download(0x24f44100540)" starting for the first time
    24.009 D | Downloading  "https://resources.download.minecraft.net/9a/9a9cebef7d5ecb48edf3ea9e9ee0936259eb2fb5"
    24.009 D | Task "Net::Download(0x24f44100300)" starting for the first time
    24.010 D | Downloading  "https://resources.download.minecraft.net/25/25b287d0f5b881618ceb8dcb867130bf63e87f30"
    24.010 D | Task "Net::Download(0x24f440feb00)" starting for the first time
    24.011 D | Downloading  "https://resources.download.minecraft.net/e0/e054f5ac99734a9a34623e18e61bd34656065a36"
    24.011 D | Task "Net::Download(0x24f440ff340)" starting for the first time
    24.012 D | Downloading  "https://resources.download.minecraft.net/38/38bd80df3daffdc57acf5bdb6f3a7ced662b9faf"
    24.024 D | Download succeeded: "https://resources.download.minecraft.net/1b/1b2836933094cb2d8a1da3c4f31d88c1aed3dab2"
    24.025 D | Task "Net::Download(0x24f440fe8c0)" starting for the first time
    24.025 D | Downloading  "https://resources.download.minecraft.net/e1/e199ff64ffeb5af2ff6a932a79921e7c4af8a26d"
    24.052 D | Download succeeded: "https://resources.download.minecraft.net/fd/fd136da589bcb1668581eb07195317d613de9993"
    24.053 D | Download succeeded: "https://resources.download.minecraft.net/9a/9a9cebef7d5ecb48edf3ea9e9ee0936259eb2fb5"
    24.055 D | Download succeeded: "https://resources.download.minecraft.net/25/25b287d0f5b881618ceb8dcb867130bf63e87f30"
    24.056 D | Download succeeded: "https://resources.download.minecraft.net/e0/e054f5ac99734a9a34623e18e61bd34656065a36"
    24.058 D | Download succeeded: "https://resources.download.minecraft.net/38/38bd80df3daffdc57acf5bdb6f3a7ced662b9faf"
    24.060 D | Task "Net::Download(0x24f440ff1c0)" starting for the first time
    24.060 D | Downloading  "https://resources.download.minecraft.net/4b/4b90ff3a9b1486642bc0f15da0045d83a91df82e"
    24.061 D | Task "Net::Download(0x24f441006c0)" starting for the first time
    24.061 D | Downloading  "https://resources.download.minecraft.net/50/5041867a91a67cec2fa1ab572c351d2796a6f050"
    24.062 D | Task "Net::Download(0x24f44101080)" starting for the first time
    24.062 D | Downloading  "https://resources.download.minecraft.net/e9/e9f3b0fa15011bda6a5d62c5f6f3137663019ac4"
    24.062 D | Task "Net::Download(0x24f440fe500)" starting for the first time
    24.063 D | Downloading  "https://resources.download.minecraft.net/aa/aae33a7c2a1392a44fc735e2bbd27ab66f58e9b8"
    24.063 D | Task "Net::Download(0x24f44100000)" starting for the first time
    24.064 D | Downloading  "https://resources.download.minecraft.net/01/0113fbf3e047f4fa4ef680ae7781326427e30f02"
    24.084 D | Download succeeded: "https://resources.download.minecraft.net/e1/e199ff64ffeb5af2ff6a932a79921e7c4af8a26d"
    24.084 D | Task "Net::Download(0x24f44100480)" starting for the first time
    24.085 D | Downloading  "https://resources.download.minecraft.net/c3/c31af622a2ee7beffb9daf72363a77a607be64a3"
    24.107 D | Download succeeded: "https://resources.download.minecraft.net/4b/4b90ff3a9b1486642bc0f15da0045d83a91df82e"
    24.109 D | Download succeeded: "https://resources.download.minecraft.net/50/5041867a91a67cec2fa1ab572c351d2796a6f050"
    24.110 D | Download succeeded: "https://resources.download.minecraft.net/01/0113fbf3e047f4fa4ef680ae7781326427e30f02"
    24.111 D | Download succeeded: "https://resources.download.minecraft.net/e9/e9f3b0fa15011bda6a5d62c5f6f3137663019ac4"
    24.113 D | Download succeeded: "https://resources.download.minecraft.net/aa/aae33a7c2a1392a44fc735e2bbd27ab66f58e9b8"
    24.114 D | Task "Net::Download(0x24f440ff7c0)" starting for the first time
    24.115 D | Downloading  "https://resources.download.minecraft.net/5c/5c4cbba7fe4bc8214708f93f4db54102660a281d"
    24.115 D | Task "Net::Download(0x24f440ff700)" starting for the first time
    24.116 D | Downloading  "https://resources.download.minecraft.net/d4/d4f6c468ad9536049023a9680483c4d44088e084"
    24.116 D | Task "Net::Download(0x24f440ff640)" starting for the first time
    24.116 D | Downloading  "https://resources.download.minecraft.net/f0/f0d58706321168c2907cf13ae6f8ae9108244fc3"
    24.117 D | Task "Net::Download(0x24f440fe2c0)" starting for the first time
    24.117 D | Downloading  "https://resources.download.minecraft.net/dd/dd67ac8cf15d54eff38ef9a790be4692bcba2900"
    24.117 D | Task "Net::Download(0x24f441003c0)" starting for the first time
    24.118 D | Downloading  "https://resources.download.minecraft.net/83/8301a44446b04249e6896bc230f6d8c9d8e56273"
    24.128 D | Download succeeded: "https://resources.download.minecraft.net/c3/c31af622a2ee7beffb9daf72363a77a607be64a3"
    24.129 D | Task "Net::Download(0x24f440fe980)" starting for the first time
    24.129 D | Downloading  "https://resources.download.minecraft.net/db/dbebdab8835d86493975dde6fd05db76de5a0605"
    24.154 D | Download succeeded: "https://resources.download.minecraft.net/5c/5c4cbba7fe4bc8214708f93f4db54102660a281d"
    24.156 D | Download succeeded: "https://resources.download.minecraft.net/d4/d4f6c468ad9536049023a9680483c4d44088e084"
    24.157 D | Download succeeded: "https://resources.download.minecraft.net/f0/f0d58706321168c2907cf13ae6f8ae9108244fc3"
    24.159 D | Download succeeded: "https://resources.download.minecraft.net/dd/dd67ac8cf15d54eff38ef9a790be4692bcba2900"
    24.160 D | Download succeeded: "https://resources.download.minecraft.net/83/8301a44446b04249e6896bc230f6d8c9d8e56273"
    24.161 D | Task "Net::Download(0x24f440fec80)" starting for the first time
    24.162 D | Downloading  "https://resources.download.minecraft.net/ec/ec247f38f3f60f9e185b31e787c1ad43caa0c73c"
    24.162 D | Task "Net::Download(0x24f44100840)" starting for the first time
    24.163 D | Downloading  "https://resources.download.minecraft.net/7d/7d90eb9e088738c9ae7ad8b2951c7432a0d7cc44"
    24.163 D | Task "Net::Download(0x24f44100180)" starting for the first time
    24.164 D | Downloading  "https://resources.download.minecraft.net/7b/7b99a069d855e1089c025e75c0b4ea6699220804"
    24.164 D | Task "Net::Download(0x24f44100600)" starting for the first time
    24.164 D | Downloading  "https://resources.download.minecraft.net/c0/c0caa238bb45a074c117869eef193290fc27fb59"
    24.165 D | Task "Net::Download(0x24f440ff4c0)" starting for the first time
    24.165 D | Downloading  "https://resources.download.minecraft.net/5c/5cc7da22ff9cdea9175c8496c3e683d0ce97c9e2"
    24.175 D | Download succeeded: "https://resources.download.minecraft.net/db/dbebdab8835d86493975dde6fd05db76de5a0605"
    24.176 D | Task "Net::Download(0x24f440ff940)" starting for the first time
    24.177 D | Downloading  "https://resources.download.minecraft.net/fe/fef5251190146ab8e0abe80183cd78c243d7c6fe"
    24.238 D | Download succeeded: "https://resources.download.minecraft.net/ec/ec247f38f3f60f9e185b31e787c1ad43caa0c73c"
    24.240 D | Download succeeded: "https://resources.download.minecraft.net/7d/7d90eb9e088738c9ae7ad8b2951c7432a0d7cc44"
    24.241 D | Download succeeded: "https://resources.download.minecraft.net/7b/7b99a069d855e1089c025e75c0b4ea6699220804"
    24.242 D | Download succeeded: "https://resources.download.minecraft.net/c0/c0caa238bb45a074c117869eef193290fc27fb59"
    24.244 D | Task "Net::Download(0x24f44101140)" starting for the first time
    24.245 D | Downloading  "https://resources.download.minecraft.net/9b/9bae8d2e28f81e1a5571a9ca6a6bf21595796658"
    24.245 D | Task "Net::Download(0x24f440ffdc0)" starting for the first time
    24.246 D | Downloading  "https://resources.download.minecraft.net/db/db685fafb774a31072c6577a04a5693dba725155"
    24.246 D | Task "Net::Download(0x24f440fea40)" starting for the first time
    24.246 D | Downloading  "https://resources.download.minecraft.net/ce/ce3bbcf44fd72e3d0b3fbcbb7334d100619ca71e"
    24.246 D | Task "Net::Download(0x24f441009c0)" starting for the first time
    24.247 D | Downloading  "https://resources.download.minecraft.net/e5/e555fcece121879fe0becbada9d01dea27ab153d"
    24.267 D | Download succeeded: "https://resources.download.minecraft.net/5c/5cc7da22ff9cdea9175c8496c3e683d0ce97c9e2"
    24.267 D | Task "Net::Download(0x24f440fed40)" starting for the first time
    24.268 D | Downloading  "https://resources.download.minecraft.net/66/668ebaccbc4572fc4a7a79b166f467823ffa8c50"
    24.276 D | Download succeeded: "https://resources.download.minecraft.net/fe/fef5251190146ab8e0abe80183cd78c243d7c6fe"
    24.276 D | Task "Net::Download(0x24f440ffa00)" starting for the first time
    24.277 D | Downloading  "https://resources.download.minecraft.net/b0/b049ab95eb3a6f7fba35259cda3df9437259f590"
    24.288 D | Download succeeded: "https://resources.download.minecraft.net/9b/9bae8d2e28f81e1a5571a9ca6a6bf21595796658"
    24.290 D | Download succeeded: "https://resources.download.minecraft.net/db/db685fafb774a31072c6577a04a5693dba725155"
    24.291 D | Download succeeded: "https://resources.download.minecraft.net/ce/ce3bbcf44fd72e3d0b3fbcbb7334d100619ca71e"
    24.292 D | Download succeeded: "https://resources.download.minecraft.net/e5/e555fcece121879fe0becbada9d01dea27ab153d"
    24.294 D | Task "Net::Download(0x24f44100b40)" starting for the first time
    24.294 D | Downloading  "https://resources.download.minecraft.net/54/5491bbc4482b2e8d8382fc7623828b7764693f4d"
    24.295 D | Task "Net::Download(0x24f440ffb80)" starting for the first time
    24.296 D | Downloading  "https://resources.download.minecraft.net/ba/ba03ef98d9acdfc6696f41ddec0d0c95cb289d16"
    24.296 D | Task "Net::Download(0x24f440ffac0)" starting for the first time
    24.297 D | Downloading  "https://resources.download.minecraft.net/39/394253f2575216683fc1926a0a387a3e5e90bc16"
    24.297 D | Task "Net::Download(0x24f44101200)" starting for the first time
    24.297 D | Downloading  "https://resources.download.minecraft.net/07/0714e023bd5b42e409b1aa12aee17376810282fe"
    24.299 D | Download succeeded: "https://resources.download.minecraft.net/66/668ebaccbc4572fc4a7a79b166f467823ffa8c50"
    24.300 D | Task "Net::Download(0x24f44100900)" starting for the first time
    24.301 D | Downloading  "https://resources.download.minecraft.net/da/da1a3e592fc80324109b930d5282f2766fc3701d"
    24.310 D | Download succeeded: "https://resources.download.minecraft.net/b0/b049ab95eb3a6f7fba35259cda3df9437259f590"
    24.310 D | Task "Net::Download(0x24f440fe440)" starting for the first time
    24.311 D | Downloading  "https://resources.download.minecraft.net/ac/ac6609153f895d292de440566eb23438aa9f846e"
    24.331 D | Download succeeded: "https://resources.download.minecraft.net/54/5491bbc4482b2e8d8382fc7623828b7764693f4d"
    24.332 D | Download succeeded: "https://resources.download.minecraft.net/ba/ba03ef98d9acdfc6696f41ddec0d0c95cb289d16"
    24.333 D | Download succeeded: "https://resources.download.minecraft.net/39/394253f2575216683fc1926a0a387a3e5e90bc16"
    24.335 D | Download succeeded: "https://resources.download.minecraft.net/07/0714e023bd5b42e409b1aa12aee17376810282fe"
    24.336 D | Download succeeded: "https://resources.download.minecraft.net/da/da1a3e592fc80324109b930d5282f2766fc3701d"
    24.337 D | Task "Net::Download(0x24f440fef80)" starting for the first time
    24.338 D | Downloading  "https://resources.download.minecraft.net/77/77e87c6b92d268d8dc5a25780340461cda53b99c"
    24.338 D | Task "Net::Download(0x24f44100c00)" starting for the first time
    24.339 D | Downloading  "https://resources.download.minecraft.net/03/0331eec018c422631e6cb00960eea3e2c5c6e559"
    24.339 D | Task "Net::Download(0x24f440ff280)" starting for the first time
    24.339 D | Downloading  "https://resources.download.minecraft.net/ac/accc7a55d92bf4a8509daeb8415b1a36a3646deb"
    24.340 D | Task "Net::Download(0x24f440feec0)" starting for the first time
    24.340 D | Downloading  "https://resources.download.minecraft.net/ec/eceb70cb374cc410ac23e00fc95ca0404f8a20f4"
    24.340 D | Task "Net::Download(0x24f44100a80)" starting for the first time
    24.341 D | Downloading  "https://resources.download.minecraft.net/78/78244ba4bba775f92e51148fab026d7c399e9055"
    24.355 D | Download succeeded: "https://resources.download.minecraft.net/ac/ac6609153f895d292de440566eb23438aa9f846e"
    24.355 D | Task "Net::Download(0x24f44100e40)" starting for the first time
    24.355 D | Downloading  "https://resources.download.minecraft.net/25/25fc442f8a0abf99be8e7f507e63c5866a055c70"
    24.376 D | Download succeeded: "https://resources.download.minecraft.net/77/77e87c6b92d268d8dc5a25780340461cda53b99c"
    24.377 D | Download succeeded: "https://resources.download.minecraft.net/03/0331eec018c422631e6cb00960eea3e2c5c6e559"
    24.379 D | Download succeeded: "https://resources.download.minecraft.net/ac/accc7a55d92bf4a8509daeb8415b1a36a3646deb"
    24.380 D | Download succeeded: "https://resources.download.minecraft.net/ec/eceb70cb374cc410ac23e00fc95ca0404f8a20f4"
    24.381 D | Download succeeded: "https://resources.download.minecraft.net/78/78244ba4bba775f92e51148fab026d7c399e9055"
    24.382 D | Task "Net::Download(0x24f440ffe80)" starting for the first time
    24.383 D | Downloading  "https://resources.download.minecraft.net/3c/3cffe887c0882fa146d5671898a4d6c23ec72920"
    24.384 D | Task "Net::Download(0x24f44100cc0)" starting for the first time
    24.384 D | Downloading  "https://resources.download.minecraft.net/f5/f5873a8f416388c2ded80b4ffab6d65b7f18b305"
    24.384 D | Task "Net::Download(0x24f440ffd00)" starting for the first time
    24.385 D | Downloading  "https://resources.download.minecraft.net/95/95805aac201b6852d0ab35bd2c75cfa64a926447"
    24.385 D | Task "Net::Download(0x24f440ffc40)" starting for the first time
    24.385 D | Downloading  "https://resources.download.minecraft.net/3f/3f8b9415f67443206f6af52c1471d0de0354d046"
    24.386 D | Task "Net::Download(0x24f440fe380)" starting for the first time
    24.386 D | Downloading  "https://resources.download.minecraft.net/02/02e77c97360b82170ee58723ac2519fcd79b821e"
    24.402 D | Download succeeded: "https://resources.download.minecraft.net/25/25fc442f8a0abf99be8e7f507e63c5866a055c70"
    24.402 D | Task "Net::Download(0x24f44100d80)" starting for the first time
    24.402 D | Downloading  "https://resources.download.minecraft.net/e7/e72ee78cbc57a43a37ba6db660d9e1eeb0d75f88"
    24.444 D | Download succeeded: "https://resources.download.minecraft.net/3c/3cffe887c0882fa146d5671898a4d6c23ec72920"
    24.445 D | Download succeeded: "https://resources.download.minecraft.net/95/95805aac201b6852d0ab35bd2c75cfa64a926447"
    24.447 D | Download succeeded: "https://resources.download.minecraft.net/f5/f5873a8f416388c2ded80b4ffab6d65b7f18b305"
    24.448 D | Download succeeded: "https://resources.download.minecraft.net/3f/3f8b9415f67443206f6af52c1471d0de0354d046"
    24.450 D | Download succeeded: "https://resources.download.minecraft.net/02/02e77c97360b82170ee58723ac2519fcd79b821e"
    24.450 D | Task "Net::Download(0x24f44101500)" starting for the first time
