     0.000 D | <> Log initialized.
     8.181 D | Download succeeded: "https://resources.download.minecraft.net/a5/a5b3f3cdda4d6e13629ccd0e2a38e1f06baa491a"
     8.181 D | Task "Net::Download(0x29146801f30)" starting for the first time
     8.181 D | Downloading  "https://resources.download.minecraft.net/d7/d7d5be6092d00c2f7f68bdcbf10ea3ac3cfea30c"
     8.181 D | Task "Net::Download(0x291468028f0)" starting for the first time
     8.182 D | Downloading  "https://resources.download.minecraft.net/30/30e920526eb5855065b873e30d17b4d85bfbe570"
     8.199 D | Download succeeded: "https://resources.download.minecraft.net/c2/c2e4001d9ae8fc1f066a914170faad4c45a84e1e"
     8.199 D | Task "Net::Download(0x29146800970)" starting for the first time
     8.200 D | Downloading  "https://resources.download.minecraft.net/36/3610feb2a1a575026cfa3ab44965d114e74ea583"
     8.208 D | Download succeeded: "https://resources.download.minecraft.net/b6/b6a62224be809aa0c0747bee94499f0ee51ca2b6"
     8.209 D | Download succeeded: "https://resources.download.minecraft.net/3d/3d95ea49e91b4295859b193bb41b009b92250a44"
     8.209 D | Task "Net::Download(0x29146800df0)" starting for the first time
     8.209 D | Downloading  "https://resources.download.minecraft.net/25/25e56e7e1e759d818d771387c8e603cf67171a18"
     8.209 D | Task "Net::Download(0x29146801030)" starting for the first time
     8.210 D | Downloading  "https://resources.download.minecraft.net/fc/fcf4f90c452b7b511d50e3959ae05036d13a7cf8"
     8.214 D | Download succeeded: "https://resources.download.minecraft.net/4b/4ba55627b6b9ce64b4a48a00c990d5855b6064cf"
     8.214 D | Task "Net::Download(0x291468010f0)" starting for the first time
     8.215 D | Downloading  "https://resources.download.minecraft.net/4b/4b8537a426378b7c17bebcbd6604728d38f0c6d3"
     8.234 D | Download succeeded: "https://resources.download.minecraft.net/30/30e920526eb5855065b873e30d17b4d85bfbe570"
     8.237 D | Download succeeded: "https://resources.download.minecraft.net/d7/d7d5be6092d00c2f7f68bdcbf10ea3ac3cfea30c"
     8.237 D | Task "Net::Download(0x291468020b0)" starting for the first time
     8.238 D | Downloading  "https://resources.download.minecraft.net/e5/e52f8b58ee939123da80489af235de404710edc1"
     8.238 D | Task "Net::Download(0x29146801ff0)" starting for the first time
     8.238 D | Downloading  "https://resources.download.minecraft.net/e9/e998b9fa208cdf5fa9bb38b2f6d9f595f69dd360"
     8.243 D | Download succeeded: "https://resources.download.minecraft.net/36/3610feb2a1a575026cfa3ab44965d114e74ea583"
     8.244 D | Task "Net::Download(0x291468025f0)" starting for the first time
     8.244 D | Downloading  "https://resources.download.minecraft.net/59/593ab48f7f92d6b84589222afdb2953f383cc78c"
     8.250 D | Download succeeded: "https://resources.download.minecraft.net/fc/fcf4f90c452b7b511d50e3959ae05036d13a7cf8"
     8.252 D | Download succeeded: "https://resources.download.minecraft.net/25/25e56e7e1e759d818d771387c8e603cf67171a18"
     8.252 D | Task "Net::Download(0x29146800d30)" starting for the first time
     8.252 D | Downloading  "https://resources.download.minecraft.net/8b/8b4d2822f5236164bbb333f746b474b458158209"
     8.253 D | Task "Net::Download(0x291468011b0)" starting for the first time
     8.253 D | Downloading  "https://resources.download.minecraft.net/cd/cd404054eec8d66027f18c6949132e328607f056"
     8.272 D | Download succeeded: "https://resources.download.minecraft.net/4b/4b8537a426378b7c17bebcbd6604728d38f0c6d3"
     8.272 D | Task "Net::Download(0x29146800a30)" starting for the first time
     8.272 D | Downloading  "https://resources.download.minecraft.net/eb/eb2feb643b4fa9cca75e2d85316795c03bbdb89c"
     8.276 D | Download succeeded: "https://resources.download.minecraft.net/e5/e52f8b58ee939123da80489af235de404710edc1"
     8.277 D | Task "Net::Download(0x29146800af0)" starting for the first time
     8.277 D | Downloading  "https://resources.download.minecraft.net/7d/7dda6ffb34caad97b8f1c619c46311c8eba4336f"
     8.279 D | Download succeeded: "https://resources.download.minecraft.net/e9/e998b9fa208cdf5fa9bb38b2f6d9f595f69dd360"
     8.280 D | Task "Net::Download(0x29146802170)" starting for the first time
     8.280 D | Downloading  "https://resources.download.minecraft.net/03/03252f780f1e85ac6202567fca515f7afebc9cf0"
     8.285 D | Download succeeded: "https://resources.download.minecraft.net/59/593ab48f7f92d6b84589222afdb2953f383cc78c"
     8.285 D | Task "Net::Download(0x291468026b0)" starting for the first time
     8.286 D | Downloading  "https://resources.download.minecraft.net/d9/d9191c272475d12f49449bd7cfc8598efecc0f8d"
     8.305 D | Download succeeded: "https://resources.download.minecraft.net/cd/cd404054eec8d66027f18c6949132e328607f056"
     8.306 D | Download succeeded: "https://resources.download.minecraft.net/8b/8b4d2822f5236164bbb333f746b474b458158209"
     8.306 D | Task "Net::Download(0x29146802cb0)" starting for the first time
     8.306 D | Downloading  "https://resources.download.minecraft.net/a5/a54881d00895a69386a3e9cf6e41132078aae07d"
     8.307 D | Task "Net::Download(0x29146801570)" starting for the first time
     8.307 D | Downloading  "https://resources.download.minecraft.net/af/af5a563107caf981a48a05527217dc4fef1bc2d2"
     8.311 D | Download succeeded: "https://resources.download.minecraft.net/eb/eb2feb643b4fa9cca75e2d85316795c03bbdb89c"
     8.311 D | Task "Net::Download(0x291468029b0)" starting for the first time
     8.311 D | Downloading  "https://resources.download.minecraft.net/b6/b604d77d2fd1564db1d184a79088fbddca126cb9"
     8.317 D | Download succeeded: "https://resources.download.minecraft.net/7d/7dda6ffb34caad97b8f1c619c46311c8eba4336f"
     8.317 D | Task "Net::Download(0x29146802b30)" starting for the first time
     8.317 D | Downloading  "https://resources.download.minecraft.net/21/21a77376a2b2e2cc2cb8dcd75f718a1a5d6cdb92"
     8.322 D | Download succeeded: "https://resources.download.minecraft.net/03/03252f780f1e85ac6202567fca515f7afebc9cf0"
     8.322 D | Task "Net::Download(0x29146802bf0)" starting for the first time
     8.323 D | Downloading  "https://resources.download.minecraft.net/21/2119d7381d136b43a9ba78b1325de275d549f50e"
     8.341 D | Download succeeded: "https://resources.download.minecraft.net/d9/d9191c272475d12f49449bd7cfc8598efecc0f8d"
     8.341 D | Task "Net::Download(0x29146800bb0)" starting for the first time
     8.341 D | Downloading  "https://resources.download.minecraft.net/81/81f972e13a4f6c7e180f466175553eb71f87321b"
     8.346 D | Download succeeded: "https://resources.download.minecraft.net/a5/a54881d00895a69386a3e9cf6e41132078aae07d"
     8.346 D | Task "Net::Download(0x29146800c70)" starting for the first time
     8.346 D | Downloading  "https://resources.download.minecraft.net/75/757a1663baf4c967a03bb402e52db06b65e81528"
     8.348 D | Download succeeded: "https://resources.download.minecraft.net/af/af5a563107caf981a48a05527217dc4fef1bc2d2"
     8.348 D | Task "Net::Download(0x29146802d70)" starting for the first time
     8.349 D | Downloading  "https://resources.download.minecraft.net/9a/9a3b96d3a81e9f6a9e4dad64c198924358f603cc"
     8.351 D | Download succeeded: "https://resources.download.minecraft.net/b6/b604d77d2fd1564db1d184a79088fbddca126cb9"
     8.351 D | Task "Net::Download(0x29146802fb0)" starting for the first time
     8.351 D | Downloading  "https://resources.download.minecraft.net/29/297dbb5a085c18120b11ef7596c72c6b6177e6c0"
     8.359 D | Download succeeded: "https://resources.download.minecraft.net/21/21a77376a2b2e2cc2cb8dcd75f718a1a5d6cdb92"
     8.360 D | Task "Net::Download(0x29146800130)" starting for the first time
     8.360 D | Downloading  "https://resources.download.minecraft.net/22/22bac75c94ddf2d843e383b2e7289cacb579d6cb"
     8.376 D | Download succeeded: "https://resources.download.minecraft.net/21/2119d7381d136b43a9ba78b1325de275d549f50e"
     8.376 D | Task "Net::Download(0x29146800f70)" starting for the first time
     8.376 D | Downloading  "https://resources.download.minecraft.net/c9/c96319a5a45b1ab23fa9ba9c68d303f37d3624d3"
     8.384 D | Download succeeded: "https://resources.download.minecraft.net/81/81f972e13a4f6c7e180f466175553eb71f87321b"
     8.386 D | Download succeeded: "https://resources.download.minecraft.net/75/757a1663baf4c967a03bb402e52db06b65e81528"
     8.386 D | Task "Net::Download(0x291468001f0)" starting for the first time
     8.386 D | Downloading  "https://resources.download.minecraft.net/f3/f35e14af35d1d12244dac9e655f4e31d4ef84e1b"
     8.387 D | Task "Net::Download(0x29146801330)" starting for the first time
     8.387 D | Downloading  "https://resources.download.minecraft.net/6e/6e0488ab07b9539fbaebc093f194bb6a95b2caec"
     8.389 D | Download succeeded: "https://resources.download.minecraft.net/9a/9a3b96d3a81e9f6a9e4dad64c198924358f603cc"
     8.389 D | Task "Net::Download(0x291468002b0)" starting for the first time
     8.389 D | Downloading  "https://resources.download.minecraft.net/bc/bc85d96a99e84a234cbe23841f87e84e71198be3"
     8.394 D | Download succeeded: "https://resources.download.minecraft.net/29/297dbb5a085c18120b11ef7596c72c6b6177e6c0"
     8.394 D | Task "Net::Download(0x29146800370)" starting for the first time
     8.394 D | Downloading  "https://resources.download.minecraft.net/c1/c18fb5eacf0fdb33c05eb806bc41332cccee43d8"
     8.410 D | Download succeeded: "https://resources.download.minecraft.net/22/22bac75c94ddf2d843e383b2e7289cacb579d6cb"
     8.410 D | Task "Net::Download(0x291468013f0)" starting for the first time
     8.411 D | Downloading  "https://resources.download.minecraft.net/d5/d5b2d34e0c07a6c09c1adb17a15e50a626a88bc1"
     8.416 D | Download succeeded: "https://resources.download.minecraft.net/c9/c96319a5a45b1ab23fa9ba9c68d303f37d3624d3"
     8.416 D | Task "Net::Download(0x291468016f0)" starting for the first time
     8.416 D | Downloading  "https://resources.download.minecraft.net/6c/6c5a03460012d7b76c16d0dbaa01c443a6ba094e"
     8.429 D | Download succeeded: "https://resources.download.minecraft.net/f3/f35e14af35d1d12244dac9e655f4e31d4ef84e1b"
     8.430 D | Download succeeded: "https://resources.download.minecraft.net/6e/6e0488ab07b9539fbaebc093f194bb6a95b2caec"
     8.431 D | Download succeeded: "https://resources.download.minecraft.net/bc/bc85d96a99e84a234cbe23841f87e84e71198be3"
     8.431 D | Task "Net::Download(0x29146801630)" starting for the first time
     8.432 D | Downloading  "https://resources.download.minecraft.net/b5/b5bc9775243437d87317ab3a66ec8a4d5b96c83d"
     8.432 D | Task "Net::Download(0x29146800430)" starting for the first time
     8.432 D | Downloading  "https://resources.download.minecraft.net/8e/8ed3945df8b9264c6451c153357475482d9f2066"
     8.432 D | Task "Net::Download(0x291468017b0)" starting for the first time
     8.433 D | Downloading  "https://resources.download.minecraft.net/32/322374d89ed809e75005cdc4f6479c959e15aee2"
     8.446 D | Download succeeded: "https://resources.download.minecraft.net/c1/c18fb5eacf0fdb33c05eb806bc41332cccee43d8"
     8.446 D | Task "Net::Download(0x29146801870)" starting for the first time
     8.447 D | Downloading  "https://resources.download.minecraft.net/bf/bf5086623d5c6735271074b263116fb914ed79b5"
     8.450 D | Download succeeded: "https://resources.download.minecraft.net/d5/d5b2d34e0c07a6c09c1adb17a15e50a626a88bc1"
     8.450 D | Task "Net::Download(0x29146803eb0)" starting for the first time
     8.451 D | Downloading  "https://resources.download.minecraft.net/7e/7eb3affa45f47f919e74523a55185e65c2081d12"
     8.463 D | Download succeeded: "https://resources.download.minecraft.net/6c/6c5a03460012d7b76c16d0dbaa01c443a6ba094e"
     8.463 D | Task "Net::Download(0x29146803af0)" starting for the first time
     8.464 D | Downloading  "https://resources.download.minecraft.net/96/9680c9dcd637ddea8e10a0d73705aa155d04a132"
     8.481 D | Download succeeded: "https://resources.download.minecraft.net/b5/b5bc9775243437d87317ab3a66ec8a4d5b96c83d"
     8.482 D | Download succeeded: "https://resources.download.minecraft.net/32/322374d89ed809e75005cdc4f6479c959e15aee2"
     8.484 D | Download succeeded: "https://resources.download.minecraft.net/8e/8ed3945df8b9264c6451c153357475482d9f2066"
     8.485 D | Task "Net::Download(0x291468031f0)" starting for the first time
     8.485 D | Downloading  "https://resources.download.minecraft.net/69/69b6e589ec3d2c9063972545e83ed1f07e665094"
     8.485 D | Task "Net::Download(0x29146803df0)" starting for the first time
     8.486 D | Downloading  "https://resources.download.minecraft.net/33/33acf13c25f65a432348e9476eda67d6a34831e3"
     8.486 D | Task "Net::Download(0x29146803a30)" starting for the first time
     8.486 D | Downloading  "https://resources.download.minecraft.net/e8/e8dcca0e494a3f479f58f581c9a8e297cc92f4e7"
     8.488 D | Download succeeded: "https://resources.download.minecraft.net/bf/bf5086623d5c6735271074b263116fb914ed79b5"
     8.488 D | Task "Net::Download(0x29146803bb0)" starting for the first time
     8.488 D | Downloading  "https://resources.download.minecraft.net/b8/b88bd8618c05232a7287799ea9246ae12f5da9d5"
     8.498 D | Download succeeded: "https://resources.download.minecraft.net/7e/7eb3affa45f47f919e74523a55185e65c2081d12"
     8.498 D | Task "Net::Download(0x291468032b0)" starting for the first time
     8.498 D | Downloading  "https://resources.download.minecraft.net/40/403c56cd190fb7587a26bcd1b7d2abac598c3ec0"
     8.516 D | Download succeeded: "https://resources.download.minecraft.net/96/9680c9dcd637ddea8e10a0d73705aa155d04a132"
     8.516 D | Task "Net::Download(0x29146803070)" starting for the first time
     8.516 D | Downloading  "https://resources.download.minecraft.net/fa/fa73977dd28020544f7fe2553e5604a6865ec1a6"
     8.532 D | Download succeeded: "https://resources.download.minecraft.net/e8/e8dcca0e494a3f479f58f581c9a8e297cc92f4e7"
     8.533 D | Download succeeded: "https://resources.download.minecraft.net/b8/b88bd8618c05232a7287799ea9246ae12f5da9d5"
     8.534 D | Download succeeded: "https://resources.download.minecraft.net/33/33acf13c25f65a432348e9476eda67d6a34831e3"
     8.535 D | Download succeeded: "https://resources.download.minecraft.net/69/69b6e589ec3d2c9063972545e83ed1f07e665094"
     8.535 D | Task "Net::Download(0x29146803370)" starting for the first time
     8.536 D | Downloading  "https://resources.download.minecraft.net/4e/4e94ed53b6059d150c3bb2322b4af9ca9514bae1"
     8.536 D | Task "Net::Download(0x29146803d30)" starting for the first time
     8.537 D | Downloading  "https://resources.download.minecraft.net/10/1028d0a373790e14c34786a925c4656bdaeb4c4d"
     8.537 D | Task "Net::Download(0x29146803c70)" starting for the first time
     8.537 D | Downloading  "https://resources.download.minecraft.net/81/8184e851170619de93aa56244fb12c472a2ddd7d"
     8.537 D | Task "Net::Download(0x291468034f0)" starting for the first time
     8.537 D | Downloading  "https://resources.download.minecraft.net/dc/dc86fbd59cf0e87cd35b22df2a2df899ab8c1f7f"
     8.551 D | Download succeeded: "https://resources.download.minecraft.net/40/403c56cd190fb7587a26bcd1b7d2abac598c3ec0"
     8.551 D | Task "Net::Download(0x29146803130)" starting for the first time
     8.551 D | Downloading  "https://resources.download.minecraft.net/32/323880d656a3ca6b42ac9890857dcfc9b354cdbf"
     8.567 D | Download succeeded: "https://resources.download.minecraft.net/fa/fa73977dd28020544f7fe2553e5604a6865ec1a6"
     8.567 D | Task "Net::Download(0x29146803430)" starting for the first time
